,CustID,Zip_Code,Gender,Income_(per/month),Education,Age,Profession,Gourment_affinity,Cooking_affinity,Travel_affinity,social_media_affinity,qsr_visits,competitor_visits,food_apps,premium_customer_flag,non_premium_customers,premium_customer_model_probability,non_premium_customer_model_probability,Customer_Classification,Potential_Non_potential_customer_classification
782,783,411017,Male,70092,Post Doctoral Degree,38,Blockchain_Developer,1,1,0,0,16,27,1,1,0,0.42692887804831187,0.7,Non_Premium_Customer,Prospect_Potential_Customer
783,784,411017,Male,35570,Master's Degree,26,Corporate_Lawyer,0,0,0,1,24,14,1,1,0,0.5938597126150778,0.62,Potential_Customer,Prospect_Potential_Customer
784,785,411017,Male,64762,Master's Degree,44,Blockchain_Developer,0,1,1,1,25,5,0,1,0,0.5216523706855315,0.39,Premium_Customer,Prospect_Potential_Customer
785,786,411017,Male,51138,Post Doctoral Degree,59,Data_Scientist,1,0,1,1,16,10,0,0,1,0.5757067473085651,0.45,Premium_Customer,Prospect_Potential_Customer
786,787,411017,Male,53275,Post Doctoral Degree,57,Machine_Learning_Expert,1,1,1,0,20,22,0,0,1,0.4721713969442525,0.47,Non_Premium_Customer,Prospect_Potential_Customer
787,788,411017,Male,123952,Post Doctoral Degree,59,Blockchain_Developer,1,1,1,1,2,6,1,1,0,0.5517551245256768,0.45,Premium_Customer,Prospect_Potential_Customer
788,789,411017,Male,119810,Master's Degree,35,Blockchain_Developer,1,0,0,0,14,25,0,0,1,0.39260917358803715,0.73,Non_Premium_Customer,Prospect_Potential_Customer
789,790,411017,Female,172067,Bachelor's Degree,40,Machine_Learning_Expert,1,0,0,1,29,23,1,0,1,0.25050921686734406,0.54,Non_Premium_Customer,Prospect_Potential_Customer
790,791,411057,Female,139683,Master's Degree,47,Corporate_Lawyer,1,0,0,0,9,15,0,0,1,0.5861460643620303,0.22,Premium_Customer,Prospect_Potential_Customer
791,792,411057,Female,30311,Bachelor's Degree,36,Machine_Learning_Expert,1,1,1,0,3,25,0,1,0,0.2987375298859397,0.64,Non_Premium_Customer,Prospect_Potential_Customer
792,793,411057,Female,110650,Post Doctoral Degree,57,Investment Banker,1,1,1,1,24,7,1,1,0,0.6228452170189305,0.52,Potential_Customer,Prospect_Potential_Customer
793,794,411057,Male,181621,Post Doctoral Degree,56,Product_Manager,0,1,0,1,17,24,0,0,1,0.6525667071173634,0.64,Potential_Customer,Prospect_Potential_Customer
794,795,411057,Female,133610,Master's Degree,27,Machine_Learning_Expert,0,0,0,0,10,23,1,0,1,0.3029324593836621,0.86,Non_Premium_Customer,Prospect_Potential_Customer
795,796,411057,Male,106719,Post Doctoral Degree,51,Corporate_Lawyer,1,0,0,0,20,23,1,1,0,0.6194265513175055,0.58,Potential_Customer,Prospect_Potential_Customer
796,797,411057,Male,61658,Post Doctoral Degree,37,Full_Stack_Software_Developer,1,1,1,0,25,25,1,0,1,0.5136178195919345,0.29,Premium_Customer,Prospect_Potential_Customer
797,798,411057,Male,68381,Bachelor's Degree,39,Corporate_Lawyer,0,0,0,1,28,7,0,0,1,0.6003850041849541,0.56,Potential_Customer,Prospect_Potential_Customer
798,799,411057,Female,185089,Post Doctoral Degree,26,Full_Stack_Software_Developer,1,1,0,1,27,22,1,0,1,0.4737022084903293,0.47,Non_Premium_Customer,Prospect_Potential_Customer
799,800,411057,Female,176788,Post Doctoral Degree,53,Investment Banker,0,1,1,1,4,29,1,0,1,0.5449785433207652,0.37,Premium_Customer,Prospect_Potential_Customer
